geoid,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
00831,119742,0,0.046,0.0,18.327293,-64.78671700000001,2018
00840,48723547,22578,18.812,0.009000000000000001,17.67788,-64.902189,2018
00841,6600942,632642,2.549,0.244,17.758634,-64.817451,2018
00850,60060269,3028706,23.189,1.169,17.745949,-64.80055,2018
00851,19686496,71124,7.601,0.027000000000000003,17.732228,-64.77076,2018
00901,2535590,30548,0.9790000000000001,0.012,18.465369,-66.104613,2018
00906,8247,0,0.003,0.0,18.46446,-66.094995,2018
00907,3118632,347419,1.204,0.134,18.452552999999998,-66.077838,2018
00909,1580959,49304,0.61,0.019,18.44161,-66.067132,2018
00911,1232509,0,0.47600000000000003,0.0,18.451159,-66.05619899999999,2018
00912,862970,0,0.33299999999999996,0.0,18.445334,-66.060139,2018
00913,834840,0,0.322,0.0,18.450001999999998,-66.04265600000001,2018
00915,3616961,813351,1.3969999999999998,0.314,18.437179,-66.045571,2018
00917,3360009,46993,1.297,0.018000000000000002,18.420673999999998,-66.050105,2018
00918,5516957,101168,2.13,0.039,18.421022,-66.065789,2018
00920,7363190,106881,2.843,0.040999999999999995,18.414292,-66.088042,2018
00921,6925339,0,2.674,0.0,18.392292,-66.088528,2018
00923,5285547,7300,2.041,0.003,18.409029,-66.038586,2018
00924,12146989,1369,4.69,0.001,18.399186,-66.01258,2018
00925,1158082,0,0.447,0.0,18.400296,-66.050602,2018
00926,62578790,1047989,24.162,0.405,18.3454,-66.05154499999999,2018
00927,6803686,5830,2.627,0.002,18.388011,-66.072089,2018
00934,1940423,26786,0.7490000000000001,0.01,18.411313,-66.124234,2018
00936,417954,0,0.161,0.0,18.395463,-66.07377199999999,2018
00949,45535083,2112066,17.581,0.815,18.430695999999998,-66.21283299999999,2018
00950,6204979,1989343,2.396,0.768,18.459699,-66.233101,2018
00951,1075640,29541,0.415,0.011000000000000001,18.427529999999997,-66.253789,2018
00952,3204976,0,1.237,0.0,18.427448000000002,-66.18202600000001,2018
00953,69143768,1364967,26.697,0.527,18.360729,-66.251527,2018
00956,68564541,215366,26.473000000000003,0.083,18.321137,-66.170419,2018
00957,11967749,1407,4.621,0.001,18.368371,-66.1878,2018
00959,16618009,81793,6.416,0.032,18.385785000000002,-66.155654,2018
00960,2366332,2485,0.914,0.001,18.416641000000002,-66.14455500000001,2018
00961,13404388,168929,5.175,0.065,18.413307,-66.164683,2018
00962,9888764,1121473,3.818,0.433,18.444614,-66.14881899999999,2018
00965,1746399,328905,0.674,0.127,18.433757,-66.114752,2018
00966,8339464,4490,3.22,0.002,18.401521,-66.117597,2018
00968,1185644,0,0.45799999999999996,0.0,18.406085,-66.101232,2018
00969,12646730,39796,4.883,0.015,18.368062,-66.108062,2018
00971,41344862,94185,15.963,0.036000000000000004,18.318884,-66.11919,2018
00976,43351331,735151,16.738,0.284,18.33618,-65.994101,2018
00979,4047186,504458,1.5630000000000002,0.195,18.444394,-66.030035,2018
00982,3672330,19112,1.4180000000000001,0.006999999999999999,18.411261,-65.99204499999999,2018
00983,8971202,609865,3.464,0.235,18.416737,-65.974862,2018
00985,21068678,747162,8.135,0.28800000000000003,18.410774,-65.947927,2018
00987,64350358,422661,24.846,0.163,18.338161,-65.94108299999999,2018
01001,29796340,2117032,11.504000000000001,0.8170000000000001,42.062368,-72.625754,2018
01002,142617855,4281800,55.065,1.653,42.364031,-72.458759,2018
01003,1842385,12788,0.711,0.005,42.389697999999996,-72.52400899999999,2018
01005,114638390,666424,44.262,0.257,42.418884000000006,-72.112077,2018
01007,136236050,6944233,52.601000000000006,2.681,42.27901,-72.400468,2018
01008,139346412,5108938,53.802,1.973,42.190191,-72.954263,2018
01009,2104351,0,0.812,0.0,42.209669,-72.339743,2018
01010,90060194,1415647,34.772,0.547,42.128176,-72.205352,2018
01011,81830551,342669,31.595,0.132,42.290128,-72.966516,2018
01012,33971460,543537,13.116,0.21,42.375425,-72.858192,2018
01013,14587452,1711767,5.632000000000001,0.6609999999999999,42.154903000000004,-72.602804,2018
01020,32439706,1009948,12.525,0.39,42.172610999999996,-72.56192,2018
01022,12360971,2118,4.773,0.001,42.197741,-72.542713,2018
01026,62173902,332330,24.005,0.128,42.465495000000004,-72.918267,2018
01027,104893840,1205218,40.5,0.465,42.295008,-72.75187700000001,2018
01028,33504686,181924,12.936,0.07,42.062378,-72.498111,2018
01029,41050309,5314949,15.85,2.052,42.193395,-73.044647,2018
01030,30610703,484287,11.819,0.187,42.072925,-72.686972,2018
01031,21012724,0,8.113,0.0,42.32938,-72.19815600000001,2018
01032,30467676,887486,11.764000000000001,0.34299999999999997,42.457613,-72.81478,2018
01033,72039165,666977,27.814,0.258,42.244949,-72.50014300000001,2018
01034,185539510,5092044,71.637,1.966,42.093911999999996,-72.96110300000001,2018
01035,59785005,3937745,23.083000000000002,1.52,42.356491,-72.568632,2018
01036,50453053,88922,19.48,0.034,42.071188,-72.41771800000001,2018
01037,36534057,3961964,14.106,1.53,42.376036,-72.19736400000001,2018
01038,25871790,2249586,9.988999999999999,0.8690000000000001,42.379925,-72.604045,2018
01039,34227577,599161,13.215,0.231,42.404287,-72.688924,2018
01040,54816660,4326346,21.165,1.67,42.211656,-72.642448,2018
01050,99264992,2581156,38.326,0.997,42.286762,-72.869695,2018
01053,13289902,251888,5.131,0.09699999999999999,42.356301,-72.713584,2018
01054,59026773,425598,22.79,0.16399999999999998,42.468897999999996,-72.48457900000001,2018
01056,70442550,2946276,27.198,1.138,42.183577,-72.457812,2018
01057,116418495,1463139,44.949,0.565,42.093596000000005,-72.321494,2018
01060,28293565,3250679,10.924000000000001,1.255,42.321251000000004,-72.630395,2018
01062,47015771,396836,18.153,0.153,42.323033,-72.701789,2018
01063,100502,0,0.039,0.0,42.318882,-72.63853,2018
01066,1842125,117510,0.711,0.045,42.406909000000006,-72.655015,2018
01068,53925831,1033076,20.820999999999998,0.39899999999999997,42.350862,-72.044248,2018
01069,72750828,750819,28.089000000000002,0.29,42.188862,-72.30648000000001,2018
01070,53343561,596478,20.596,0.23,42.518446000000004,-72.91901700000001,2018
01071,40310831,813649,15.564,0.314,42.160064,-72.87384,2018
01072,51988078,1360923,20.073,0.525,42.456967999999996,-72.417244,2018
01073,72914119,2084350,28.151999999999997,0.805,42.226949,-72.74158800000001,2018
01074,220264,52379,0.085,0.02,42.387603000000006,-72.09323,2018
01075,45886340,1773569,17.717,0.685,42.256532,-72.580248,2018
01077,79831032,2140144,30.823,0.826,42.05257,-72.777353,2018
01079,2913269,116786,1.125,0.045,42.194327,-72.328888,2018
01080,4472227,256694,1.7269999999999999,0.099,42.185727,-72.361558,2018
01081,37594969,564877,14.515,0.218,42.061313,-72.234411,2018
01082,119462771,16197957,46.125,6.254,42.299749,-72.279164,2018
01083,40799384,156564,15.753,0.06,42.203641999999995,-72.194599,2018
01084,23799816,221546,9.189,0.086,42.39237,-72.882235,2018
01085,154634291,2963577,59.705,1.1440000000000001,42.153503,-72.771602,2018
01086,96152,0,0.037000000000000005,0.0,42.130446,-72.79396700000001,2018
01088,13457381,36980,5.196000000000001,0.013999999999999999,42.391709000000006,-72.64649399999999,2018
01089,43321911,2081013,16.727,0.8029999999999999,42.125451,-72.649734,2018
01092,17375638,80681,6.709,0.031,42.191868,-72.235108,2018
01093,13060370,16677,5.043,0.006,42.441943,-72.661817,2018
01094,2957300,172820,1.1420000000000001,0.067,42.359108,-72.1368,2018
01095,58261406,757163,22.495,0.292,42.138527,-72.420703,2018
01096,82011338,533919,31.665,0.20600000000000002,42.397138,-72.763554,2018
01097,4852535,208842,1.874,0.081,42.178038,-72.832612,2018
01098,81230325,385282,31.363000000000003,0.149,42.394315,-72.943115,2018
01103,1191846,205067,0.46,0.079,42.104106,-72.592027,2018
01104,13509673,212849,5.216,0.08199999999999999,42.134009000000006,-72.56537800000001,2018
01105,3219039,306958,1.2429999999999999,0.11900000000000001,42.099958,-72.580765,2018
01106,24016633,1343650,9.273,0.519,42.048054,-72.569275,2018
01107,3903486,89142,1.507,0.034,42.12106,-72.607068,2018
01108,9648068,406406,3.725,0.157,42.080692,-72.56079100000001,2018
01109,14096432,486419,5.443,0.188,42.119673999999996,-72.549726,2018
01118,9312232,260881,3.595,0.10099999999999999,42.094587,-72.52521899999999,2018
01119,9194303,241735,3.55,0.09300000000000001,42.124978000000006,-72.51120999999999,2018
01128,2887381,1287,1.115,0.0,42.092296000000005,-72.489135,2018
01129,8875271,237885,3.427,0.092,42.118671,-72.488203,2018
01151,6135195,479251,2.369,0.185,42.15186,-72.50913100000001,2018
01199,28277,0,0.011000000000000001,0.0,42.120563,-72.60446800000001,2018
01201,137106474,6748010,52.937,2.605,42.448236,-73.27372700000001,2018
01220,63690789,189770,24.590999999999998,0.073,42.623808000000004,-73.116741,2018
01222,8566364,332862,3.307,0.129,42.058703,-73.322175,2018
01223,180702263,5301210,69.77,2.0469999999999997,42.312225,-73.110124,2018
01224,720507,82246,0.278,0.032,42.513163,-73.19574300000001,2018
01225,65032903,1827514,25.109,0.706,42.563401,-73.153335,2018
01226,68283556,366481,26.364,0.141,42.481119,-73.13507299999999,2018
01229,1899055,0,0.733,0.0,42.277932,-73.332032,2018
01230,237025976,4530266,91.516,1.749,42.173196000000004,-73.32429,2018
01235,118234579,2794601,45.651,1.079,42.425677,-73.063028,2018
01236,12442179,157973,4.803999999999999,0.061,42.266496000000004,-73.378393,2018
01237,160145793,1132956,61.833,0.43700000000000006,42.537915000000005,-73.271649,2018
01238,90220995,2706102,34.835,1.045,42.297501000000004,-73.230148,2018
01240,55367243,1155163,21.377,0.446,42.367858,-73.269763,2018
01242,1289555,25168,0.498,0.01,42.333734,-73.249199,2018
01243,48260334,57174,18.633,0.022000000000000002,42.350122,-73.024112,2018
01244,6345197,70886,2.45,0.027000000000000003,42.118094,-73.257497,2018
01245,72481256,2048210,27.985,0.7909999999999999,42.186893,-73.223105,2018
01247,136057274,1477071,52.532,0.57,42.698526,-73.0843,2018
01253,47363359,1053732,18.287,0.40700000000000003,42.206683,-73.113214,2018
01254,37764323,148218,14.581,0.057,42.382019,-73.365492,2018
01255,134158171,2980801,51.799,1.151,42.107496000000005,-73.118607,2018
01256,92861207,469863,35.854,0.18100000000000002,42.594165999999994,-73.02232,2018
01257,93810159,2222469,36.22,0.858,42.085244,-73.367483,2018
01258,66892284,399783,25.826999999999998,0.154,42.10928,-73.462886,2018
01259,65561875,2041637,25.314,0.7879999999999999,42.075469,-73.234376,2018
01260,6503634,101867,2.511,0.039,42.295695,-73.34254399999999,2018
01262,31177103,2126240,12.038,0.821,42.292202,-73.319209,2018
01264,29375249,90082,11.342,0.035,42.231590000000004,-73.202428,2018
01266,67475968,780826,26.053,0.301,42.312354,-73.388044,2018
01267,141223298,327643,54.527,0.127,42.671617,-73.246981,2018
01270,82502023,420999,31.854,0.163,42.515271999999996,-73.031166,2018
01301,66030223,1401116,25.494,0.541,42.626761,-72.60153000000001,2018
01330,86289946,631865,33.317,0.244,42.513946999999995,-72.821517,2018
01331,137853117,3588215,53.225,1.385,42.562394,-72.19104399999999,2018
01337,96461650,158969,37.244,0.061,42.689307,-72.582289,2018
01338,8939558,12299,3.452,0.005,42.572488,-72.824145,2018
01339,142261728,627965,54.928000000000004,0.242,42.603776,-72.88964399999999,2018
01340,113406095,668423,43.786,0.258,42.694731,-72.71095600000001,2018
01341,92502690,438366,35.715,0.16899999999999998,42.492124,-72.709827,2018
01342,46225210,2181781,17.848,0.8420000000000001,42.543889,-72.60945799999999,2018
01343,12606820,94160,4.868,0.036000000000000004,42.657625,-72.978933,2018
01344,35252180,1378625,13.610999999999999,0.532,42.613417999999996,-72.426428,2018
01346,55312755,95459,21.355999999999998,0.037000000000000005,42.693267999999996,-72.823116,2018
01347,1499173,216951,0.579,0.084,42.559294,-72.518753,2018
01349,19913509,543842,7.689,0.21,42.563061,-72.48211500000001,2018
01350,27739754,308074,10.71,0.11900000000000001,42.727771999999995,-72.98534599999999,2018
01351,54182276,1126538,20.92,0.435,42.53988,-72.521689,2018
01354,35664167,2668873,13.77,1.03,42.624101,-72.508607,2018
01355,122669026,35753901,47.363,13.805,42.458551,-72.327191,2018
01360,88740940,2814919,34.263000000000005,1.087,42.677091,-72.453876,2018
01364,101615807,2843805,39.234,1.0979999999999999,42.605437,-72.292074,2018
01366,104578989,1454149,40.378,0.561,42.475621000000004,-72.192468,2018
01367,68713849,1765720,26.531,0.682,42.695532,-72.909148,2018
01368,108362247,1836499,41.839,0.7090000000000001,42.679456,-72.176935,2018
01370,129040932,1434231,49.823,0.5539999999999999,42.593376,-72.726928,2018
01373,62598285,1472415,24.169,0.569,42.475481,-72.615403,2018
01375,36831825,1345466,14.220999999999998,0.519,42.466691,-72.546751,2018
01376,7137441,1482835,2.7560000000000002,0.573,42.595279999999995,-72.555002,2018
01378,88126732,814990,34.025999999999996,0.315,42.673533,-72.353213,2018
01379,78225204,969491,30.203000000000003,0.374,42.556308,-72.40715300000001,2018
01420,78529489,1773646,30.32,0.685,42.584925,-71.816862,2018
01430,95694904,6792335,36.948,2.623,42.657005,-71.92344200000001,2018
01431,61290098,1000254,23.664,0.386,42.676293,-71.832523,2018
01432,21939380,1211472,8.471,0.46799999999999997,42.564663,-71.567298,2018
01434,13669087,401234,5.278,0.155,42.539753000000005,-71.61233,2018
01436,24837996,512350,9.59,0.198,42.602059000000004,-72.08701500000001,2018
01438,1403966,48433,0.542,0.019,42.562243,-72.031402,2018
01440,62245169,2514727,24.033,0.971,42.588337,-71.986069,2018
01450,84895216,2596565,32.778,1.003,42.611636,-71.564743,2018
01451,49574292,1669980,19.141,0.645,42.501908,-71.568201,2018
01452,106329263,2404684,41.053999999999995,0.9279999999999999,42.495111,-72.002339,2018
01453,73757606,1360201,28.478,0.525,42.519967,-71.763319,2018
01460,42775114,2573791,16.516,0.9940000000000001,42.535931,-71.490569,2018
01462,68427915,3433020,26.42,1.325,42.582607,-71.720464,2018
01463,58485761,1531789,22.581,0.591,42.670643,-71.602858,2018
01464,38791621,204573,14.978,0.079,42.573654,-71.640986,2018
01467,4891512,34601,1.889,0.013000000000000001,42.489495,-71.609346,2018
01468,55435850,697085,21.404,0.26899999999999996,42.542767,-72.068345,2018
01469,59006708,587943,22.783,0.22699999999999998,42.664794,-71.69505500000001,2018
01473,91788817,4700075,35.44,1.815,42.5546,-71.90544,2018
01474,25720067,78185,9.931000000000001,0.03,42.669685,-71.752751,2018
01475,110974589,2713727,42.848,1.048,42.66816,-72.055644,2018
01501,40042633,2404899,15.460999999999999,0.929,42.198708,-71.846006,2018
01503,33602274,521374,12.974,0.201,42.384929,-71.633889,2018
01504,28774248,825566,11.11,0.319,42.039991,-71.53240600000001,2018
01505,41586643,9557758,16.057000000000002,3.69,42.355049,-71.716157,2018
01506,40216392,2734658,15.527999999999999,1.056,42.180807,-72.107888,2018
01507,109244211,4178898,42.178999999999995,1.6130000000000002,42.133935,-71.968025,2018
01510,14642435,4176666,5.653,1.6130000000000002,42.411887,-71.690005,2018
01515,25570221,1427830,9.873,0.551,42.209682,-72.040178,2018
01516,95233275,4020462,36.77,1.5519999999999998,42.053072,-71.752241,2018
01518,23006297,1928708,8.883,0.745,42.127477,-72.118818,2018
01519,28272672,279340,10.915999999999999,0.10800000000000001,42.203404,-71.679739,2018
01520,46822227,1802446,18.078,0.696,42.336385,-71.850759,2018
01521,31821358,1990947,12.286,0.769,42.046783000000005,-72.180212,2018
01522,42423771,1400937,16.38,0.541,42.375634000000005,-71.86738199999999,2018
01523,65273332,1166195,25.201999999999998,0.45,42.483569,-71.675585,2018
01524,41392441,2491903,15.982000000000001,0.9620000000000001,42.249635999999995,-71.919248,2018
01525,1162429,81164,0.449,0.031,42.106794,-71.63051800000001,2018
01527,40346642,1861974,15.578,0.7190000000000001,42.192246000000004,-71.777649,2018
01529,12596930,143333,4.864,0.055,42.036642,-71.578779,2018
01531,53773239,403233,20.761999999999997,0.156,42.326183,-72.133431,2018
01532,47840785,705398,18.471,0.272,42.323342,-71.646236,2018
01534,22684047,325551,8.758,0.126,42.142074,-71.643348,2018
01535,55084353,1754938,21.268,0.6779999999999999,42.267564,-72.06687600000001,2018
01536,21589140,748438,8.336,0.289,42.231309,-71.692642,2018
01537,18084548,295746,6.982,0.114,42.158966,-71.897051,2018
01540,50104199,2048496,19.345,0.7909999999999999,42.116263000000004,-71.857465,2018
01541,91769482,1032232,35.431999999999995,0.39899999999999997,42.454125,-71.87754,2018
01542,10428066,422663,4.026,0.163,42.204251,-71.908907,2018
01543,90948956,2972529,35.116,1.148,42.388284999999996,-71.969865,2018
01545,53731547,2717795,20.746,1.0490000000000002,42.284766999999995,-71.714228,2018
01550,52418640,1611501,20.239,0.622,42.059737,-72.033908,2018
01560,9225421,270460,3.562,0.10400000000000001,42.175395,-71.674223,2018
01561,319275,0,0.12300000000000001,0.0,42.44397,-71.685583,2018
01562,85045019,3044680,32.836,1.176,42.247211,-71.991867,2018
01564,79294036,2752967,30.616,1.063,42.447924,-71.776045,2018
01566,73421231,2569632,28.348000000000003,0.992,42.103214,-72.079545,2018
01568,55570138,610354,21.456,0.23600000000000002,42.176526,-71.603588,2018
01569,75310394,1580615,29.078000000000003,0.61,42.055921000000005,-71.631128,2018
01570,32005195,5800849,12.357000000000001,2.24,42.047532000000004,-71.846952,2018
01571,53953610,2745001,20.831999999999997,1.06,42.053778,-71.935075,2018
01581,53357597,2228807,20.601,0.861,42.268426,-71.613309,2018
01583,32681395,2356134,12.618,0.91,42.369417,-71.785036,2018
01585,66167925,1669172,25.548000000000002,0.644,42.240796,-72.162645,2018
01588,22296233,1649001,8.609,0.637,42.1188,-71.672496,2018
01590,82927104,4166445,32.018,1.609,42.132051000000004,-71.75031800000001,2018
01602,14939143,631588,5.768,0.244,42.269189000000004,-71.850728,2018
01603,11686446,340396,4.512,0.131,42.243826,-71.84356899999999,2018
01604,16674556,476606,6.438,0.184,42.253485,-71.767932,2018
01605,14610461,341303,5.641,0.132,42.289683000000004,-71.78779300000001,2018
01606,15353870,24033,5.928,0.009000000000000001,42.315249,-71.795741,2018
01607,8191354,136953,3.1630000000000003,0.053,42.225974,-71.788894,2018
01608,1159105,0,0.44799999999999995,0.0,42.26198,-71.801462,2018
01609,9896491,56961,3.821,0.022000000000000002,42.285114,-71.829987,2018
01610,5501913,9032,2.124,0.003,42.247049,-71.808366,2018
01611,8914392,647960,3.4419999999999997,0.25,42.237604,-71.875838,2018
01612,39662272,1981211,15.314,0.765,42.296797999999995,-71.928991,2018
01701,43944781,1817823,16.967,0.7020000000000001,42.319587,-71.4428,2018
01702,20951471,1972409,8.089,0.762,42.282379,-71.436623,2018
01718,120260,0,0.046,0.0,42.519818,-71.429286,2018
01719,26638827,317226,10.285,0.122,42.485985,-71.520985,2018
01720,51059959,1114409,19.714000000000002,0.43,42.483953,-71.43849499999999,2018
01721,31950697,1393387,12.335999999999999,0.5379999999999999,42.257754999999996,-71.473526,2018
01730,35485223,461054,13.700999999999999,0.17800000000000002,42.499332,-71.281901,2018
01731,2051823,0,0.792,0.0,42.456754,-71.279477,2018
01740,51653512,348726,19.944000000000003,0.135,42.439933,-71.601885,2018
01741,39560352,643174,15.274000000000001,0.248,42.536807,-71.361324,2018
01742,63287946,3359587,24.436,1.297,42.462911,-71.364496,2018
01745,1033539,3023,0.39899999999999997,0.001,42.292114,-71.499197,2018
01746,48312692,1035601,18.654,0.4,42.195951,-71.45343000000001,2018
01747,13404308,438293,5.175,0.16899999999999998,42.123007,-71.53140400000001,2018
01748,67922994,4220310,26.225,1.629,42.224096,-71.54048900000001,2018
01749,29854090,881206,11.527000000000001,0.34,42.389071,-71.545864,2018
01752,54039295,3201505,20.865,1.236,42.349616999999995,-71.547214,2018
01754,13492063,402677,5.209,0.155,42.425955,-71.45625600000001,2018
01756,46029785,552531,17.772000000000002,0.213,42.09387,-71.544519,2018
01757,38578112,706549,14.895,0.273,42.158691999999995,-71.521419,2018
01760,38376081,2588209,14.817,0.9990000000000001,42.284822,-71.348811,2018
01770,40891309,963644,15.788,0.37200000000000005,42.231947,-71.372963,2018
01772,35233800,3917459,13.604000000000001,1.5130000000000001,42.302877,-71.530828,2018
01773,35278051,2008895,13.620999999999999,0.7759999999999999,42.425506,-71.310812,2018
01775,44865750,1739913,17.323,0.672,42.429688,-71.512514,2018
01776,62779719,1260703,24.239,0.48700000000000004,42.383367,-71.42107,2018
01778,39384513,2075865,15.206,0.8009999999999999,42.356275,-71.361942,2018
01801,32797091,771596,12.663,0.298,42.488703,-71.154383,2018
01803,30330398,294382,11.710999999999999,0.114,42.503227,-71.201713,2018
01810,79843650,3436398,30.828000000000003,1.327,42.648044,-71.161751,2018
01821,42906774,1018585,16.566,0.39299999999999996,42.54933,-71.251725,2018
