state,geoid,name,lowest_grade_provided,highest_grade_provided,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
CA,0608550,Chowchilla Union High School District,9,12,584104181,2395288,225.524,0.925,37.072124,-120.29693,2018
CA,0609810,Corning Union High School District,9,12,1570562599,14233130,606.398,5.495,39.893682,-122.487429,2018
CA,0610860,Delano Joint Union High School District,9,12,1197024010,5348009,462.17400000000004,2.065,35.763095,-119.24695200000001,2018
CA,0611700,Dunsmuir Joint Union High School District,9,12,666714228,2649732,257.42,1.023,41.142302,-122.309977,2018
CA,0611780,East Nicolaus Joint Union High School District,9,12,379114748,3100338,146.377,1.197,38.854822,-121.53335700000001,2018
CA,0611820,East Side Union High School District,9,12,354509776,516255,136.877,0.19899999999999998,37.327098,-121.77708,2018
CA,0612070,El Dorado Union High School District,9,12,2881672649,28426293,1112.62,10.975,38.707909,-120.59092199999999,2018
CA,0612120,El Monte Union High School District,9,12,54666962,3700700,21.107,1.429,34.069522,-118.037899,2018
CA,0612910,Escondido Union High School District,9,12,272444539,3141331,105.191,1.213,33.123265,-117.05948899999999,2018
CA,0613530,Fallbrook Union High School District,9,12,717819333,99500323,277.152,38.417,33.380238,-117.3901,2018
CA,0614190,Fortuna Union High School District,9,12,1457888192,18490081,562.894,7.138999999999999,40.491153000000004,-123.83676399999999,2018
CA,0614430,Fremont Union High School District,9,12,144990996,349209,55.981,0.135,37.329359000000004,-122.061499,2018
CA,0614760,Fullerton Joint Union High School District,9,12,112064141,173320,43.268,0.067,33.903690999999995,-117.94918700000001,2018
CA,0614820,Galt Joint Union High School District,9,12,669657058,7125442,258.556,2.7510000000000003,38.28575,-121.23990500000001,2018
CA,0616230,Grossmont Union High School District,9,12,1210852101,18237309,467.51300000000003,7.041,32.7738,-116.818432,2018
CA,0616500,Hanford Joint Union High School District,9,12,649033555,189281,250.593,0.073,36.304747,-119.614117,2018
CA,0618060,Huntington Beach Union High School District,9,12,115697404,103496911,44.67100000000001,39.96,33.684634,-118.021193,2018
CA,0618930,Jefferson Union High School District,9,12,83564591,142478499,32.264,55.011,37.69021,-122.496269,2018
CA,0619110,Julian Union High School District,9,12,1624960050,3926945,627.401,1.516,33.047022999999996,-116.459073,2018
CA,0619540,Kern High School District,9,12,7737493794,50934464,2987.4629999999997,19.666,35.393093,-118.777229,2018
CA,0619650,South Monterey County Joint Union High School District,9,12,4844500346,60074490,1870.4720000000002,23.195,36.114367,-121.048797,2018
CA,0619830,Kingsburg Joint Union High School District,9,12,253780304,932528,97.985,0.36,36.469336,-119.53298999999998,2018
CA,0621060,Lassen Union High School District,9,12,6353914804,381951422,2453.26,147.472,40.609628,-120.459852,2018
CA,0621270,Le Grand Union High School District,9,12,465322621,0,179.662,0.0,37.235877,-120.261402,2018
CA,0621400,Lemoore Union High School District,9,12,661401589,311121,255.36900000000003,0.12,36.233135,-119.84355900000001,2018
CA,0621600,Liberty Union High School District,9,12,503033380,61858556,194.222,23.884,37.922228000000004,-121.66835900000001,2018
CA,0622800,Los Gatos-Saratoga Joint Union School District,9,12,365679777,2432713,141.19,0.9390000000000001,37.175282,-121.96599499999999,2018
CA,0624660,Merced Union High School District,9,12,1803931124,9497004,696.502,3.667,37.35732,-120.525608,2018
CA,0625150,Modesto City High School District,9,12,430260451,3641633,166.12400000000002,1.406,37.662361,-121.034221,2018
CA,0626310,Mountain View-Los Altos Union School District,9,12,96960365,9223664,37.437,3.5610000000000004,37.38681,-122.099818,2018
CA,0626880,Nevada Joint Union High School District,9,12,1886919494,28189930,728.544,10.884,39.277691,-120.933687,2018
CA,0629130,Oroville Union High School District,9,12,1661910695,69733993,641.6669999999999,26.924,39.604174,-121.430912,2018
CA,0629270,Oxnard Union High School District,9,12,598565649,285939432,231.107,110.402,34.166616999999995,-119.084151,2018
CA,0630210,Perris Union High School District,7,12,126795187,41199,48.956,0.016,33.773702,-117.29370700000001,2018
CA,0630250,Petaluma Joint Union High School District,7,12,636423419,43431378,245.72400000000002,16.769000000000002,38.198827,-122.634293,2018
CA,0630750,Placer Union High School District,9,12,2200817037,25227691,849.74,9.74,39.071528,-120.712218,2018
CA,0631230,Point Arena Joint Union High School District,9,12,1044768998,422977134,403.38800000000003,163.312,38.834908,-123.51856799999999,2018
CA,0632010,Red Bluff Joint Union High School District,9,12,5520210848,18078873,2131.365,6.98,40.251717,-122.168714,2018
CA,0633630,Roseville Joint Union High School District,9,12,183514559,12566950,70.855,4.852,38.764057,-121.29646799999999,2018
CA,0633980,Salinas Union High School District,7,12,668548234,4574842,258.128,1.766,36.65316,-121.61532199999999,2018
CA,0634140,San Benito High School District,9,12,2659329110,1723380,1026.7730000000001,0.665,36.653573,-121.09918799999998,2018
CA,0634380,San Dieguito Union High School District,7,12,209030533,108314193,80.707,41.82,33.016106,-117.254516,2018
CA,0634980,San Mateo Union High School District,9,12,162216762,122120239,62.632,47.151,37.579426,-122.330304,2018
CA,0635110,San Rafael City High School District,9,12,93232090,61043649,35.997,23.569000000000003,38.005569,-122.50281100000001,2018
CA,0635600,Santa Cruz City High School District,7,12,255103642,62594562,98.49600000000001,24.168000000000003,37.079586,-122.17449099999999,2018
CA,0635670,Santa Maria Joint Union High School District,9,12,1462819841,159615848,564.798,61.628,34.874691999999996,-120.35473600000002,2018
CA,0635830,Santa Rosa High School District,7,12,476361859,859758,183.924,0.332,38.457045,-122.669278,2018
CA,0635850,Santa Ynez Valley Union High School District,9,12,3040023450,223865110,1173.76,86.435,34.635871,-119.894995,2018
CA,0636390,Sequoia Union High School District,9,12,256592647,63013904,99.071,24.33,37.464093,-122.22553700000002,2018
CA,0636600,Shasta Union High School District,9,12,4704683772,44636698,1816.489,17.234,40.615072,-122.2271,2018
CA,0636940,Siskiyou Union High School District,9,12,5528944974,25161542,2134.738,9.715,41.424915999999996,-122.57729599999999,2018
CA,0636972,Victor Valley Union High School District,7,12,1424343490,5156020,549.942,1.9909999999999999,34.663087,-117.447277,2018
CA,0637260,Sonora Union High School District,9,12,806139872,47022170,311.252,18.155,37.922725,-120.422503,2018
CA,0638280,Summerville Union High School District,9,12,3282313378,46689334,1267.308,18.027,38.141434000000004,-119.927617,2018
CA,0638610,Sutter Union High School District,9,12,619800581,4762686,239.30599999999998,1.839,39.062428000000004,-121.77358899999999,2018
CA,0638640,Sweetwater Union High School District,7,12,388996257,22126749,150.192,8.543,32.601362,-116.986081,2018
CA,0638730,Taft Union High School District,9,12,1441819224,2410560,556.69,0.9309999999999999,35.319833,-119.617834,2018
CA,0638790,Tamalpais Union High School District,9,12,442302443,319621374,170.774,123.40700000000001,37.945624,-122.686388,2018
CA,0639930,Tulare Joint Union High School District,9,12,942066565,1568481,363.73400000000004,0.606,36.10552,-119.37064299999999,2018
CA,0641430,Wasco Union High School District,9,12,1991512575,4717058,768.927,1.821,35.638065000000005,-119.760851,2018
CA,0642350,Wheatland Union High School District,9,12,403285498,3700187,155.709,1.429,39.085259,-121.40737,2018
CA,0642480,Whittier Union High School District,9,12,103986863,673334,40.15,0.26,33.967093,-118.03766999999999,2018
CA,0642510,William S. Hart Union High School District,7,12,1013510116,14081195,391.31800000000004,5.437,34.48659,-118.55201799999999,2018
CA,0643410,Yreka Union High School District,9,12,3356625091,20958631,1296.0,8.092,41.7985,-122.632269,2018
CA,0699001,Gridley Unified School District (9-12),9,12,29400975,227326,11.352,0.08800000000000001,39.326302,-121.66389699999999,2018
CA,0699002,Caruthers Unified School District (9-12),9,12,156730816,103327,60.513999999999996,0.04,36.579289,-119.90356299999999,2018
CA,0699003,Riverdale Joint Unified School District (9-12),9,12,556399163,695948,214.827,0.26899999999999996,36.407663,-120.15255,2018
CA,0699004,Sierra Unified School District (9-12),9,12,2981490880,63873877,1151.16,24.662,37.223609,-119.00093600000001,2018
CA,0699005,Orland Joint Unified School District (9-12),9,12,92859908,242372,35.853,0.094,39.718119,-122.11962700000001,2018
CA,0699006,Eureka City Unified School District (7-12),7,12,323834837,15284936,125.03299999999999,5.902,40.714403000000004,-124.098541,2018
CA,0699007,Eureka City Unified School District (9-12),9,12,312380570,411149,120.611,0.159,40.687248,-123.92413300000001,2018
CA,0699008,Upper Lake Unified School District (9-12),9,12,78086395,36746376,30.149,14.187999999999999,39.090779,-122.785045,2018
CA,0699009,Coast Unified School District (9-12),9,12,126992458,73156957,49.032,28.246,35.478584999999995,-120.894745,2018
CA,0699010,Paso Robles Joint Unified School District (9-12),9,12,768696306,19053208,296.795,7.356,35.787422,-120.73116,2018
CA,0699011,Santa Cruz City High School District (6-12),6,12,99094925,152256243,38.260999999999996,58.786,36.953717,-122.0706,2018
CA,0699012,Hughson Unified School District (9-12),9,12,298439433,17844104,115.228,6.89,37.627044,-120.572309,2018
CA,0699013,Oakdale Joint Unified School District (9-12),9,12,495653735,8043872,191.373,3.1060000000000003,37.859857,-120.764978,2018
CA,0699014,Nevada Joint Union High School District (9-12),9,12,135672004,10983925,52.383,4.2410000000000005,39.430875,-121.10058899999999,2018
CT,0900005,Regional High School District 19,9,12,302228829,5055984,116.691,1.952,41.861632,-72.223969,2018
CT,0903570,Regional High School District 11,7,12,163465415,1536941,63.114,0.593,41.752806,-72.077164,2018
CT,0903600,Regional High School District 01,9,12,680970605,13837681,262.92400000000004,5.343,41.883719,-73.37838599999999,2018
CT,0903630,Regional High School District 04,7,12,103517056,7459342,39.968,2.88,41.37638,-72.460836,2018
CT,0903660,Regional High School District 05,7,12,147890093,2584499,57.101000000000006,0.998,41.363538,-73.00389200000001,2018
CT,0903720,Regional High School District 07,7,12,388983305,16024635,150.187,6.187,41.969922,-73.178483,2018
CT,0903750,Regional High School District 08,7,12,196049301,1985327,75.695,0.767,41.664495,-72.41138199999999,2018
CT,0903780,Regional High School District 09,9,12,152761747,4653127,58.982,1.797,41.288140999999996,-73.355331,2018
GA,1313053,Chattahoochee County for Fort Benning,9,12,489952780,4272428,189.172,1.65,32.371753000000005,-84.797416,2018
GA,1313215,Muscogee County for Fort Benning,9,12,191845678,549905,74.072,0.212,32.469857,-84.813099,2018
IL,1701384,Illini West High School District 307,9,12,947181977,16395757,365.709,6.33,40.49975,-91.065487,2018
IL,1703780,Anna Jonesboro Community High School District 81,9,12,405630380,2799748,156.615,1.081,37.471235,-89.19139799999999,2018
IL,1703870,Antioch Community High School District 117,9,12,129836668,22813818,50.13,8.808,42.451901,-88.089844,2018
IL,1704020,Argo Community High School District 217,9,12,30609945,1034903,11.819,0.4,41.7598,-87.828978,2018
IL,1704170,Township High School District 214,9,12,168940033,1396131,65.22800000000001,0.539,42.076248,-87.961754,2018
IL,1704230,Armstrong Township High School District 225,9,12,347210969,418896,134.059,0.162,40.282371999999995,-87.902028,2018
IL,1704770,Central Community High School District 71,9,12,528100482,1762621,203.90099999999998,0.6809999999999999,38.605958,-89.526938,2018
IL,1705640,Belleville Township High School District 201,9,12,302625614,4949524,116.844,1.911,38.507841,-90.039462,2018
IL,1705970,Benton Consolidated High School District 103,9,12,440905758,46815739,170.235,18.076,38.043103,-88.845905,2018
IL,1706420,Bloom Township High School District 206,9,12,103268808,414395,39.872,0.16,41.503125,-87.605681,2018
IL,1706540,Community High School District 218,9,12,77967772,1149652,30.104,0.444,41.670289000000004,-87.735893,2018
IL,1706960,Bradley-Bourbonnais Consolidated High School District 307,9,12,112198782,947237,43.32,0.366,41.183001000000004,-87.86121,2018
IL,1707050,Bremen Community High School District 228,9,12,79981908,255013,30.881,0.098,41.598760999999996,-87.732475,2018
IL,1708370,Carbondale Community High School District 165,9,12,336278025,14604353,129.838,5.638999999999999,37.707917,-89.202023,2018
IL,1708400,Consolidated High School District 230,9,12,183578448,6132291,70.88,2.3680000000000003,41.641465999999994,-87.851917,2018
IL,1709300,Centralia High School District 200,9,12,343606343,3326064,132.667,1.284,38.476583000000005,-89.126661,2018
IL,1709780,Chester Non-High School District 122,9,12,89128578,6786831,34.413000000000004,2.62,38.072379,-90.097555,2018
IL,1711370,Community High School District 155,9,12,171641933,5360124,66.271,2.07,42.241642,-88.300028,2018
IL,1712570,Community High School District 99,9,12,79961890,1439853,30.873,0.556,41.776156,-88.021784,2018
IL,1712870,Dwight Township High School District 230,9,12,412246059,218829,159.16899999999998,0.084,41.072998999999996,-88.463154,2018
IL,1712990,East Alton-Wood River Community High School District 14,9,12,31612943,3504778,12.206,1.3530000000000002,38.839444,-90.102013,2018
IL,1713230,East Peoria Community High School District 309,9,12,80883861,9698713,31.229,3.745,40.674131,-89.545826,2018
IL,1713940,DuPage High School District 88,9,12,55843503,933357,21.561,0.36,41.902167,-87.990363,2018
IL,1714490,Evanston Township High School District 202,9,12,23094786,57390,8.917,0.022000000000000002,42.047117,-87.69711099999999,2018
IL,1714580,Evergreen Park Community High School District 231,9,12,8191088,0,3.1630000000000003,0.0,41.721275,-87.701334,2018
IL,1715030,Fenton Community High School District 100,9,12,31084326,411412,12.002,0.159,41.965865,-87.961628,2018
IL,1715840,Freeburg Community High School District 77,9,12,296428283,7678447,114.45200000000001,2.965,38.401663,-89.908914,2018
IL,1716260,Gardner-South Wilmington Township High School District,9,12,134731613,3740483,52.02,1.444,41.189747,-88.30833,2018
IL,1716830,Glenbard Township High School District 87,9,12,114631004,3540582,44.25899999999999,1.367,41.893671999999995,-88.072866,2018
IL,1717340,Grant Community High School District 124,9,12,60184231,16964261,23.237,6.55,42.381957,-88.159389,2018
IL,1717550,Grayslake Community High School District 127,9,12,63898660,4616596,24.671,1.7819999999999998,42.360642,-88.046984,2018
IL,1717901,Flanagan-Cornell District 74 in Cornell,9,12,161729605,408522,62.443999999999996,0.158,40.993512,-88.723349,2018
IL,1717902,Flanagan-Cornell District 74 in Pontiac,9,12,12723901,0,4.913,0.0,40.951212,-88.674811,2018
IL,1717903,Flanagan-Cornell District 74 in Rooks Creek,9,12,762687,0,0.294,0.0,40.934111,-88.767583,2018
IL,1718030,Hall High School District 502,9,12,182606693,6521920,70.505,2.5180000000000002,41.354094,-89.252534,2018
IL,1719080,Township High School District 113,9,12,64146913,337552,24.767,0.13,42.178788,-87.83670699999999,2018
IL,1719320,Hinsdale Township High School District 86,9,12,73154647,2207697,28.245,0.852,41.778856,-87.94368100000001,2018
IL,1719560,Homewood-Flossmoor Community High School District 233,9,12,29900113,154112,11.544,0.06,41.54858,-87.669966,2018
IL,1719620,Hononegah Community High School District 207,9,12,284432159,4249419,109.82,1.641,42.436275,-89.101302,2018
IL,1720610,Joliet Township High School District 204,9,12,279963503,5666137,108.095,2.188,41.472741,-88.108982,2018
IL,1721780,Lake Forest Community High School District 115,9,12,55528398,183163,21.44,0.071,42.252607,-87.858923,2018
IL,1721840,Lake Park Community High School District 108,9,12,49609278,1603126,19.154,0.619,41.970974,-88.06736,2018
IL,1722110,LaSalle-Peru Township High School District 120,9,12,469189488,6454207,181.155,2.492,41.316801,-89.073678,2018
IL,1722500,Lemont Township High School District 210,9,12,77313186,2916257,29.851,1.126,41.680147999999996,-87.97318800000001,2018
IL,1722740,Leyden Community High School District 212,9,12,44226635,0,17.076,0.0,41.937652,-87.875978,2018
IL,1722830,Libertyville Community High School District 128,9,12,89217813,2298245,34.446999999999996,0.887,42.280015,-87.939942,2018
IL,1722950,Limestone Community High School District 310,9,12,128779827,2194063,49.722,0.847,40.656985999999996,-89.684063,2018
IL,1723050,Lincoln Community High School District 404,9,12,698642836,1970215,269.748,0.7609999999999999,40.140262,-89.389095,2018
IL,1723070,Lincoln Way Community High School District 210,9,12,256137373,249387,98.895,0.096,41.487409,-87.921739,2018
IL,1723350,Lockport Township High School District 205,9,12,157700313,1380878,60.888000000000005,0.5329999999999999,41.593305,-88.010734,2018
IL,1723880,Lyons Township High School District 204,9,12,61017893,288951,23.559,0.11199999999999999,41.786014,-87.879704,2018
IL,1724090,Maine Township High School District 207,9,12,72202917,640545,27.878,0.247,42.029453000000004,-87.864209,2018
IL,1724570,Marengo Community High School District 154,9,12,295998554,349429,114.286,0.135,42.228972,-88.61415699999999,2018
IL,1725320,McHenry Community High School District 156,9,12,112338507,7932179,43.373999999999995,3.063,42.337652,-88.27959200000001,2018
IL,1725650,Mendota Township High School District 280,9,12,524310606,505349,202.437,0.195,41.578614,-89.093099,2018
IL,1725770,Metamora Township High School District 122,9,12,249862925,25199062,96.473,9.729,40.814049,-89.420028,2018
IL,1726180,Fairfield Community High School District 225,9,12,570389126,1963153,220.22799999999998,0.758,38.350556,-88.332934,2018
IL,1726340,Minooka Community High School District 111,9,12,229240370,5191417,88.51,2.004,41.473077,-88.27685100000001,2018
IL,1726640,Morris Community High School District 101,9,12,271781182,13465221,104.935,5.199,41.37702,-88.436427,2018
IL,1726880,J. Sterling Morton High School District 201,9,12,39757138,588757,15.35,0.22699999999999998,41.832071,-87.78148900000001,2018
IL,1727360,Mount Vernon Township High School District 201,9,12,684551485,6660269,264.307,2.572,38.290071000000005,-88.859965,2018
IL,1727570,Mundelein Consolidated High School District 120,9,12,88366886,4457749,34.119,1.7209999999999999,42.280209,-88.054266,2018
IL,1727740,Nashville Community High School District 99,9,12,836854175,2337365,323.111,0.902,38.323442,-89.323689,2018
IL,1728200,New Trier Township High School District 203,9,12,49262641,1027032,19.02,0.397,42.101787,-87.750128,2018
IL,1728260,Newark Community High School District 18,9,12,257879140,366176,99.568,0.141,41.512202,-88.517912,2018
IL,1728530,Niles Township Community High School District 219,9,12,49732913,0,19.202,0.0,42.029887,-87.758577,2018
IL,1729010,Northfield Township High School District 225,9,12,84453364,703628,32.608000000000004,0.272,42.105891,-87.83456,2018
IL,1729220,Oak Lawn Community High School District 229,9,12,15481024,0,5.977,0.0,41.723359,-87.760047,2018
IL,1729280,Oak Park and River Forest District 200,9,12,18408259,4794,7.107,0.002,41.889340000000004,-87.798901,2018
IL,1729730,Ohio Community High School District 505,9,12,130727242,88305,50.474,0.034,41.559469,-89.444849,2018
IL,1729790,O'Fallon Township High School District 203,9,12,126187637,1720314,48.721000000000004,0.664,38.60457,-89.906406,2018
IL,1730330,Ottawa Township High School District 140,9,12,605063304,13259804,233.61599999999999,5.12,41.331334000000005,-88.83252,2018
IL,1730450,Township High School District 211,9,12,160444622,1139704,61.948,0.44,42.071975,-88.07129,2018
IL,1731110,Pekin Community High School District 303,9,12,209697472,13247754,80.965,5.115,40.54395,-89.659646,2018
IL,1731620,Pinckneyville Community High School District 101,9,12,749342801,5500521,289.323,2.124,38.117083,-89.38107,2018
IL,1732220,Pontiac Township High School District 90,9,12,701683134,2229908,270.921,0.861,40.912485,-88.563135,2018
IL,1732580,Adlai E. Stevenson High School District 125,9,12,104902173,2121405,40.503,0.8190000000000001,42.190802000000005,-87.981064,2018
IL,1732700,Princeton High School District 500,9,12,589279555,854083,227.52200000000002,0.33,41.356214,-89.45542900000001,2018
IL,1732910,Proviso Township High School District 209,9,12,63788809,0,24.629,0.0,41.872401,-87.87085400000001,2018
IL,1733240,Rantoul Township High School District 193,9,12,389478760,362791,150.379,0.14,40.298177,-88.134573,2018
IL,1733270,Reavis Township High School District 220,9,12,24447634,0,9.439,0.0,41.759769,-87.770401,2018
IL,1733420,Rich Township High School District 227,9,12,85877197,387516,33.157,0.15,41.510009000000004,-87.73469399999999,2018
IL,1733510,Richmond-Burton Community High School District 157,9,12,112961601,675203,43.615,0.261,42.447437,-88.26934,2018
IL,1733720,Ridgewood Community High School District 234,9,12,6948669,0,2.6830000000000003,0.0,41.962738,-87.816677,2018
IL,1734020,Riverside Brookfield Township School District 208,9,12,16040752,89901,6.193,0.035,41.835009,-87.83341899999999,2018
IL,1734290,Rochelle Township High School District 212,9,12,563436806,642848,217.544,0.248,41.943689,-89.04396700000001,2018
IL,1734380,Rock Falls Township High School District 301,9,12,208649624,6219975,80.56,2.4019999999999997,41.726308,-89.68039,2018
IL,1735190,Salem Community High School District 600,9,12,665137588,2664133,256.811,1.0290000000000001,38.596883,-88.86925500000001,2018
IL,1735850,Seneca Township High School District 160,9,12,563131968,12017435,217.426,4.64,41.259201000000004,-88.55256800000001,2018
IL,1737140,St. Anne Community High School District 302,9,12,346673021,1057725,133.851,0.408,41.031484000000006,-87.672777,2018
IL,1737410,St. Joseph-Ogden Community High School District 305,9,12,312406072,839092,120.62100000000001,0.324,40.146184000000005,-88.039325,2018
IL,1738100,Streator Township High School District 40,9,12,315393234,102808,121.774,0.04,41.157575,-88.787785,2018
IL,1738940,Thornton Fractional Township High School District 215,9,12,39272031,534253,15.163,0.20600000000000002,41.585621,-87.54457099999999,2018
IL,1738970,Thornton Township High School District 205,9,12,88243866,1278755,34.071,0.494,41.608374,-87.622557,2018
IL,1739870,United Township High School District 30,9,12,99035585,7818764,38.238,3.0189999999999997,41.516062,-90.390778,2018
IL,1740290,Vienna High School District 133,9,12,752834512,7232121,290.671,2.792,37.443815,-88.865848,2018
IL,1740440,Community High School District 94,9,12,81268054,2331041,31.378,0.9,41.879336,-88.20165899999999,2018
IL,1740800,Warren Township High School District 121,9,12,132295506,2670530,51.08,1.031,42.389716,-87.945887,2018
IL,1740980,Washington Community High School District 308,9,12,139067121,44696,53.693999999999996,0.017,40.704287,-89.414084,2018
IL,1743890,Zion-Benton Township High School District 126,9,12,94492413,1187206,36.484,0.45799999999999996,42.461107,-87.872624,2018
IL,1799001,Bluford Unit School District 318 (9-12) in Farrington,9,12,99669536,219159,38.483000000000004,0.085,38.428197,-88.757047,2018
IL,1799004,Bluford Unit School District 318 (9-12) in Opdyke-Belle Rive,9,12,191432,0,0.07400000000000001,0.0,38.299906,-88.783783,2018
IL,1799005,Woodlawn Unit District 209 (9-12) in Grand Prairie,9,12,61772324,266008,23.85,0.10300000000000001,38.412735999999995,-89.09405600000001,2018
IL,1799006,Woodlawn Unit District 209 (9-12) in Rome,9,12,30378338,1979,11.729000000000001,0.001,38.42881,-89.006118,2018
IL,1799008,Woodlawn Unit District 209 (9-12) in Ashley,9,12,18610664,19508,7.186,0.008,38.33269,-89.123125,2018
