geoid,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
23874,103939332,124248,40.131,0.048,36.608956,-77.085713,2017
23875,90929321,1216354,35.108000000000004,0.47,37.221381,-77.27046700000001,2017
23876,93051887,131898,35.928000000000004,0.051,36.955753,-77.83361,2017
23878,102119102,754117,39.428000000000004,0.29100000000000004,36.824771999999996,-77.025432,2017
23879,87237656,315883,33.683,0.122,36.592273999999996,-77.596837,2017
23881,309808904,43775040,119.618,16.902,37.180741,-76.977829,2017
23882,415080536,1902222,160.263,0.7340000000000001,36.926173,-77.421687,2017
23883,148005518,47271637,57.145,18.252,37.135962,-76.735892,2017
23884,917010,0,0.354,0.0,36.917234,-77.279442,2017
23885,87893394,2906946,33.936,1.122,37.190287,-77.572659,2017
23887,52961719,2481278,20.449,0.958,36.573362,-77.816917,2017
23888,225825127,1327202,87.19200000000001,0.512,36.949958,-76.975042,2017
23889,87232080,225492,33.68,0.087,36.902933000000004,-77.74724599999999,2017
23890,508111669,2473449,196.183,0.955,37.009176000000004,-77.118319,2017
23891,5994505,0,2.314,0.0,37.050821,-77.212429,2017
23893,67072070,80843,25.897,0.031,36.644073,-77.920776,2017
23894,83786378,146962,32.35,0.057,37.122207,-77.82082199999999,2017
23897,153845341,699267,59.4,0.27,36.829008,-77.283615,2017
23898,128538186,829527,49.629,0.32,36.838263,-76.86187,2017
23899,6488766,3830182,2.505,1.479,37.234417,-76.974083,2017
23901,518736269,6804564,200.285,2.627,37.320924,-78.42089200000001,2017
23909,99065,0,0.038,0.0,37.300584,-78.39663900000001,2017
23915,84797980,213608,32.741,0.08199999999999999,36.69314,-78.287418,2017
23917,281001719,69257133,108.495,26.74,36.625554,-78.34485600000001,2017
23919,84590660,9134797,32.661,3.5269999999999997,36.593409,-78.13115400000001,2017
23920,315290961,121697,121.735,0.047,36.724517,-77.97525300000001,2017
23921,209303642,1205711,80.813,0.466,37.586321000000005,-78.623535,2017
23922,175775459,419391,67.867,0.162,37.185512,-78.216385,2017
23923,229738606,449392,88.70299999999999,0.174,37.087148,-78.649692,2017
23924,355897656,462724,137.41299999999998,0.179,36.806576,-78.42203,2017
23927,195785842,52934262,75.593,20.438,36.577146,-78.609169,2017
23930,277328263,1291011,107.07700000000001,0.498,37.171003000000006,-78.099611,2017
23934,93122435,462805,35.955,0.179,37.177152,-78.626705,2017
23936,565768246,2587531,218.44400000000002,0.9990000000000001,37.532517999999996,-78.479244,2017
23937,188663939,792432,72.844,0.306,36.945141,-78.51250300000001,2017
23938,51244923,135064,19.785999999999998,0.052000000000000005,36.905314000000004,-77.992026,2017
23942,153026754,861740,59.083999999999996,0.33299999999999996,37.134366,-78.28919599999999,2017
23943,690573,13987,0.267,0.005,37.245457,-78.454144,2017
23944,362844395,522419,140.095,0.20199999999999999,36.915939,-78.138611,2017
23947,345307991,714864,133.32399999999998,0.276,37.031087,-78.444724,2017
23950,158161723,205064,61.067,0.079,36.658762,-78.075874,2017
23952,34232248,29553,13.217,0.011000000000000001,36.928703000000006,-78.298588,2017
23954,164598453,244559,63.552,0.094,37.106333,-78.38010799999999,2017
23958,253330526,970426,97.811,0.375,37.264893,-78.659633,2017
23959,151726013,45222,58.582,0.017,37.105191999999995,-78.794749,2017
23960,111381935,611925,43.005,0.23600000000000002,37.320962,-78.552064,2017
23962,122395747,1863429,47.257,0.7190000000000001,36.99873,-78.66650600000001,2017
23963,56532647,20696,21.826999999999998,0.008,37.200973,-78.798547,2017
23964,114174480,1961158,44.083,0.757,36.772427,-78.627089,2017
23966,138254296,2708141,53.38,1.046,37.300262,-78.259116,2017
23967,122817079,219696,47.42,0.085,36.913125,-78.636604,2017
23968,81966755,151361,31.648000000000003,0.057999999999999996,36.725263,-78.528509,2017
23970,314008218,1003281,121.23899999999999,0.387,36.750501,-78.190761,2017
23974,254644601,478976,98.319,0.185,36.970455,-78.255276,2017
23976,19915590,36904,7.689,0.013999999999999999,36.844428,-78.585307,2017
24011,444639,909,0.172,0.0,37.27085,-79.94149,2017
24012,52918162,122890,20.432000000000002,0.047,37.310464,-79.903046,2017
24013,5853656,121563,2.26,0.047,37.266503,-79.92309499999999,2017
24014,74080486,584397,28.603,0.226,37.22286,-79.91519100000001,2017
24015,11670646,99088,4.506,0.038,37.25676,-79.98133,2017
24016,8409297,113842,3.247,0.044000000000000004,37.273437,-79.95468699999999,2017
24017,23213043,93905,8.963,0.036000000000000004,37.297643,-79.990971,2017
24018,117552164,203589,45.387,0.079,37.213055,-80.041739,2017
24019,80116505,1045319,30.933000000000003,0.40399999999999997,37.346523,-79.95358,2017
24020,708523,0,0.27399999999999997,0.0,37.358216,-79.944179,2017
24053,142066709,113336,54.852,0.044000000000000004,36.607227,-80.534076,2017
24054,278577285,541114,107.559,0.209,36.668892,-79.705426,2017
24055,225069187,2151364,86.9,0.831,36.756169,-79.99755400000001,2017
24058,6065190,362426,2.342,0.14,37.176663,-80.622252,2017
24059,61369532,86075,23.695,0.033,37.163726000000004,-80.130484,2017
24060,344149178,2355282,132.877,0.909,37.255477,-80.422534,2017
24064,85036468,34297,32.833,0.013000000000000001,37.376311,-79.770395,2017
24065,221083712,342144,85.361,0.132,37.11704,-79.997315,2017
24066,416223898,3404758,160.705,1.315,37.536909,-79.681191,2017
24067,145496629,165904,56.177,0.064,37.031804,-80.05989699999999,2017
24069,85891012,728488,33.163000000000004,0.281,36.576886,-79.642566,2017
24070,149483833,238585,57.716,0.092,37.356083,-80.22589,2017
24072,71935929,14910,27.775,0.006,37.041990000000006,-80.24238100000001,2017
24073,229862092,638771,88.75,0.247,37.132343,-80.424778,2017
24076,93047124,11809,35.926,0.005,36.605191999999995,-80.42103900000001,2017
24077,2095662,21090,0.809,0.008,37.366211,-79.904022,2017
24078,17930807,59377,6.922999999999999,0.023,36.72117,-79.899591,2017
24079,100133848,78545,38.662,0.03,37.056632,-80.160939,2017
24082,19372550,21262,7.48,0.008,36.620086,-80.116523,2017
24083,20679643,517032,7.984,0.2,37.405171,-79.920188,2017
24084,306103386,6260297,118.18700000000001,2.417,37.127959000000004,-80.84588199999999,2017
24085,454895538,4826258,175.636,1.8630000000000002,37.679371,-79.82154799999999,2017
24086,16495461,337636,6.369,0.13,37.27558,-80.632246,2017
24087,118943331,583584,45.924,0.225,37.214011,-80.256774,2017
24088,303559516,5719718,117.205,2.208,36.887904,-80.077927,2017
24089,29186760,4098,11.269,0.002,36.708518,-79.97155500000001,2017
24090,245990258,825965,94.977,0.319,37.521699,-79.886553,2017
24091,452717766,1469330,174.795,0.5670000000000001,36.919948,-80.330525,2017
24092,92066537,1508105,35.547,0.5820000000000001,37.012031,-79.757851,2017
24093,13690469,1825522,5.2860000000000005,0.705,37.383839,-80.859619,2017
24095,65358528,3986463,25.235,1.5390000000000001,37.223209999999995,-79.737268,2017
24101,143708856,4286483,55.486000000000004,1.655,37.173555,-79.796387,2017
24102,83096270,3589018,32.084,1.386,36.844404,-80.002271,2017
24104,193700312,20089677,74.788,7.757000000000001,37.133611,-79.488635,2017
24105,55572379,1924,21.456999999999997,0.001,36.911577,-80.603687,2017
24112,392877907,2226618,151.691,0.86,36.72117,-79.84692700000001,2017
24120,185779143,660448,71.73,0.255,36.691635999999995,-80.413917,2017
24121,245801390,27315015,94.904,10.546,37.168915999999996,-79.647411,2017
24122,74406030,28580,28.728,0.011000000000000001,37.426196999999995,-79.69213,2017
24124,187396697,2366038,72.354,0.914,37.316320000000005,-80.857538,2017
24127,621830490,2214355,240.09,0.855,37.473603000000004,-80.23105100000001,2017
24128,187509764,714364,72.398,0.276,37.339994,-80.48254399999999,2017
24130,5897485,145800,2.2769999999999997,0.055999999999999994,37.609738,-80.002408,2017
24131,111805019,300316,43.168,0.11599999999999999,37.570648999999996,-80.23286999999999,2017
24132,30363364,907013,11.722999999999999,0.35,37.203776,-80.659247,2017
24133,112119695,0,43.29,0.0,36.669702,-80.134431,2017
24134,265810157,2924242,102.63,1.129,37.247923,-80.77756099999999,2017
24136,126365246,2108847,48.79,0.8140000000000001,37.331794,-80.601598,2017
24137,192300393,11422452,74.248,4.41,36.927552,-79.657504,2017
24138,70078991,13325,27.058000000000003,0.005,37.042837,-80.306411,2017
24139,63379847,4187076,24.471,1.617,37.013166,-79.481073,2017
24141,165159184,8456998,63.768,3.265,37.096142,-80.568655,2017
24142,264471,0,0.102,0.0,37.137955,-80.550901,2017
24147,17263148,648561,6.665,0.25,37.401509999999995,-80.823626,2017
24148,184621191,589071,71.283,0.22699999999999998,36.579801,-79.877967,2017
24149,137561315,1094853,53.113,0.423,37.018582,-80.433581,2017
24150,144524078,509476,55.801,0.19699999999999998,37.380708,-80.625557,2017
24151,420832794,2877303,162.484,1.111,36.954021999999995,-79.8652,2017
24153,272212097,1987389,105.102,0.767,37.302506,-80.114325,2017
24161,68494289,1572089,26.445999999999998,0.607,36.978085,-79.529113,2017
24162,120801625,408884,46.641999999999996,0.158,37.129449,-80.24971500000001,2017
24165,112339183,0,43.373999999999995,0.0,36.584897,-80.051923,2017
24167,13738814,67141,5.305,0.026000000000000002,37.255259,-80.724536,2017
24168,2567395,0,0.991,0.0,36.734753000000005,-79.94645600000001,2017
24171,517164651,1270993,199.678,0.491,36.696639000000005,-80.220825,2017
24174,88495981,66837,34.168,0.026000000000000002,37.351715999999996,-79.67309499999999,2017
24175,186382984,582192,71.96300000000001,0.225,37.427996,-79.939687,2017
24176,56943203,9056540,21.986,3.497,37.005545,-79.692495,2017
24179,122431050,1066745,47.271,0.41200000000000003,37.285565000000005,-79.80983499999999,2017
24184,110950373,5983953,42.838,2.31,37.088543,-79.77924300000001,2017
24185,97665407,0,37.709,0.0,36.811592,-80.269238,2017
24201,26803347,107006,10.349,0.040999999999999995,36.610715,-82.17005,2017
24202,330209846,898921,127.495,0.34700000000000003,36.65631,-82.21221899999999,2017
24210,366474876,1420824,141.497,0.5489999999999999,36.768935,-82.02753100000001,2017
24211,183083661,7514592,70.689,2.9010000000000002,36.654088,-81.95506999999999,2017
24216,174722757,475752,67.461,0.184,36.948303,-82.799398,2017
24217,52876693,135119,20.416,0.052000000000000005,37.084842,-82.17854,2017
24219,188550810,1132006,72.8,0.43700000000000006,36.849443,-82.758491,2017
24220,64537099,117066,24.918000000000003,0.045,37.137298,-82.24018199999999,2017
24221,131992437,33138,50.963,0.013000000000000001,36.625312,-82.99876,2017
24224,280585435,1646843,108.335,0.636,36.861431,-82.271754,2017
24225,148975502,1339261,57.52,0.517,36.991715,-82.141851,2017
24226,69126158,339650,26.69,0.131,37.136902,-82.322989,2017
24228,240993200,4338839,93.04799999999999,1.675,37.167017,-82.456198,2017
24230,332819476,1251066,128.502,0.483,36.956302,-82.454433,2017
24236,146274802,667910,56.477,0.258,36.652362,-81.747663,2017
24237,147936622,173743,57.119,0.067,37.036159000000005,-82.261943,2017
24239,7170718,30044,2.7689999999999997,0.012,37.117670000000004,-82.148525,2017
24243,57970813,534706,22.383000000000003,0.20600000000000002,36.773058,-82.926016,2017
24244,441285028,1300369,170.38099999999997,0.502,36.723951,-82.78204699999999,2017
24245,134696066,967280,52.006,0.373,36.838011,-82.51280200000001,2017
24246,1271653,6979,0.491,0.003,36.866585,-82.745568,2017
24248,135704301,251558,52.396,0.09699999999999999,36.625710999999995,-83.514425,2017
24250,136188208,1075235,52.583,0.415,36.756733000000004,-82.596526,2017
24251,306871216,2213019,118.484,0.8540000000000001,36.657152,-82.599468,2017
24256,150711962,2864336,58.19,1.1059999999999999,37.2159,-82.286741,2017
24258,107574820,1043940,41.535,0.40299999999999997,36.645371999999995,-82.422038,2017
24260,204744620,791064,79.05199999999999,0.305,37.030751,-82.015022,2017
24263,313745565,1657582,121.13799999999999,0.64,36.668226000000004,-83.147399,2017
24265,101544695,950069,39.207,0.36700000000000005,36.832663000000004,-82.946461,2017
24266,313674440,1573511,121.11,0.608,36.858754,-82.120965,2017
24269,19844142,3539,7.662000000000001,0.001,37.072772,-82.380679,2017
24270,55571124,809015,21.456,0.312,36.729615,-82.250664,2017
24271,163282765,807107,63.044,0.312,36.748781,-82.41720500000001,2017
24272,54125328,38290,20.898000000000003,0.015,37.013907,-82.314778,2017
24273,163940475,603451,63.298,0.233,36.964701,-82.66148000000001,2017
24277,136965902,900950,52.883,0.348,36.744792,-83.03851800000001,2017
24279,209187330,1191923,80.768,0.46,37.077737,-82.627401,2017
24280,27360424,65646,10.564,0.025,36.956077,-81.923315,2017
24281,142395672,338115,54.979,0.131,36.637322999999995,-83.340226,2017
24282,40843327,31391,15.77,0.012,36.818761,-83.05431,2017
24283,66234257,406990,25.573,0.157,36.939782,-82.332939,2017
24290,12826218,355557,4.952,0.13699999999999998,36.612701,-82.56794000000001,2017
24292,69143303,20700,26.695999999999998,0.008,36.617691,-81.578136,2017
24293,151563493,883122,58.519,0.341,37.004345,-82.550814,2017
24301,207763851,4411681,80.218,1.703,37.06771,-80.810743,2017
24311,104974471,19768,40.531,0.008,36.874202000000004,-81.422004,2017
24312,96654822,2020469,37.319,0.78,36.833017,-80.887017,2017
24313,18499224,78128,7.143,0.03,36.909535,-80.819941,2017
24314,228453791,785927,88.20700000000001,0.303,37.157244,-81.210414,2017
24315,472280654,1390625,182.34900000000002,0.537,37.133631,-81.063229,2017
24316,10498064,55120,4.053,0.021,36.955705,-81.668988,2017
24317,97409211,147728,37.61,0.057,36.601166,-80.671347,2017
24318,173223123,147240,66.882,0.057,36.995958,-81.387124,2017
24319,208370996,623393,80.452,0.24100000000000002,36.743763,-81.645832,2017
24322,34861497,207478,13.46,0.08,36.799014,-81.113662,2017
24323,48583068,39679,18.758,0.015,36.866254,-81.186396,2017
24324,90588886,2773630,34.977,1.071,36.974112,-80.776478,2017
24325,135116317,701704,52.169,0.271,36.795414,-80.601603,2017
24326,140684932,50276,54.318999999999996,0.019,36.729845000000005,-81.202199,2017
24328,97323880,131999,37.577,0.051,36.645356,-80.700836,2017
24330,107554929,2039480,41.527,0.787,36.725798,-81.020688,2017
24333,373421606,4848416,144.179,1.8719999999999999,36.639811,-80.93508100000001,2017
24340,152669534,582071,58.946000000000005,0.225,36.753252,-81.767904,2017
24343,343196274,1510205,132.509,0.583,36.770452,-80.69091999999999,2017
24347,205533353,4558951,79.357,1.76,36.960871000000004,-80.65247099999999,2017
24348,274668816,2986405,106.05,1.153,36.652229,-81.215324,2017
24350,122992250,1849625,47.488,0.7140000000000001,36.813301,-80.994182,2017
24351,29495912,32392,11.388,0.013000000000000001,36.579431,-80.765127,2017
24352,74454284,275996,28.747,0.107,36.709011,-80.531193,2017
24354,274864325,1113312,106.126,0.43,36.829346,-81.539726,2017
24360,220554383,2396084,85.15700000000001,0.925,36.933276,-80.897565,2017
24361,145473435,895321,56.168,0.34600000000000003,36.767265,-81.845258,2017
24363,195592019,1619430,75.51899999999999,0.625,36.61663,-81.405048,2017
24366,70906571,30306,27.377,0.012,37.259482,-81.118583,2017
24368,214386330,486704,82.775,0.188,36.888028999999996,-81.302492,2017
24370,389736492,2038589,150.47799999999998,0.787,36.911415000000005,-81.689789,2017
24374,75052987,240062,28.978,0.09300000000000001,36.783784000000004,-81.220359,2017
24375,160001157,142276,61.777,0.055,36.768944,-81.38714399999999,2017
24377,91327592,81021,35.262,0.031,37.000269,-81.574692,2017
24378,211890446,131139,81.811,0.051,36.686690999999996,-81.44336700000001,2017
24380,218589318,52866,84.398,0.02,36.859701,-80.508764,2017
24381,133986242,1024761,51.732,0.396,36.729989,-80.840655,2017
24382,518467997,1172474,200.18200000000002,0.45299999999999996,36.960015999999996,-81.10136700000001,2017
24401,345051122,1443990,133.225,0.5579999999999999,38.134387,-79.085564,2017
24411,1082560,0,0.418,0.0,38.105128,-79.311238,2017
24412,6793365,34873,2.623,0.013000000000000001,38.053722,-79.818136,2017
24413,104321107,99104,40.279,0.038,38.542454,-79.600289,2017
24415,520769,0,0.201,0.0,37.925,-79.317053,2017
24416,143892905,692080,55.556999999999995,0.267,37.722497,-79.360864,2017
24421,198277252,397538,76.555,0.153,38.24465,-79.24514599999999,2017
24422,215777104,1540385,83.31200000000001,0.595,37.830504,-79.759502,2017
24426,861855646,7066466,332.764,2.728,37.764067,-80.085115,2017
24430,91301305,93442,35.251999999999995,0.036000000000000004,38.086959,-79.355799,2017
24431,36828938,238781,14.22,0.092,38.170010999999995,-78.842838,2017
24432,130254465,480221,50.292,0.185,38.148062,-79.443359,2017
24433,38644099,5780,14.921,0.002,38.405702000000005,-79.51074100000001,2017
24435,80996072,67368,31.273000000000003,0.026000000000000002,37.872640000000004,-79.301938,2017
24437,34514985,169340,13.325999999999999,0.065,38.220807,-78.935476,2017
24439,245261534,3086899,94.696,1.192,37.993806,-79.489306,2017
24440,71846574,256698,27.74,0.099,37.999256,-79.165483,2017
24441,114340161,1075098,44.147,0.415,38.226067,-78.824873,2017
24442,125388659,143741,48.413000000000004,0.055,38.37253,-79.384617,2017
24445,274521726,624977,105.993,0.24100000000000002,37.941966,-79.891787,2017
24448,796018,48450,0.307,0.019,37.797109999999996,-79.788524,2017
24450,533029306,2387732,205.804,0.922,37.778993,-79.526578,2017
24457,18604300,100094,7.183,0.039,37.763632,-79.943078,2017
24458,224735881,532787,86.771,0.20600000000000002,38.315746999999995,-79.527472,2017
24459,130992188,60192,50.576,0.023,38.020846,-79.292305,2017
24460,636923704,3404700,245.918,1.315,38.01988,-79.656459,2017
24464,58821696,39398,22.711,0.015,37.874972,-79.094071,2017
24465,454478815,891724,175.475,0.344,38.384565,-79.647758,2017
24467,60984988,378462,23.546,0.146,38.254994,-78.971328,2017
24471,41973044,781477,16.206,0.302,38.31321,-78.78418,2017
24472,165661592,234064,63.961999999999996,0.09,37.941157000000004,-79.208568,2017
24473,140136695,677336,54.107,0.262,37.934749,-79.415358,2017
24474,1664937,66732,0.643,0.026000000000000002,37.805611999999996,-79.84553000000001,2017
24476,18198759,17677,7.027,0.006999999999999999,37.974466,-79.227361,2017
24477,125698860,851951,48.533,0.32899999999999996,38.004878000000005,-79.042232,2017
24479,156743045,421880,60.519,0.163,38.163944,-79.23904399999999,2017
24482,39769326,692920,15.355,0.268,38.205935,-78.99667600000001,2017
24483,186309463,312259,71.934,0.121,37.789782,-79.251042,2017
24484,461238659,9832488,178.085,3.7960000000000003,38.155192,-79.78483,2017
24485,219342835,380738,84.689,0.147,38.267603,-79.333024,2017
24486,59038002,546651,22.795,0.21100000000000002,38.296884999999996,-78.924533,2017
24487,185265365,465249,71.531,0.18,38.183654,-79.597606,2017
24501,99846260,478490,38.551,0.185,37.359737,-79.141279,2017
24502,71918578,512052,27.768,0.198,37.360401,-79.221579,2017
24503,108163012,1970341,41.762,0.7609999999999999,37.454015000000005,-79.249736,2017
24504,83182141,1076174,32.117,0.41600000000000004,37.365249,-79.048192,2017
24517,93324897,936167,36.033,0.361,37.147515999999996,-79.23716,2017
24520,239981228,1904642,92.65700000000001,0.735,36.586589000000004,-79.029748,2017
24521,599783546,2608379,231.578,1.0070000000000001,37.633294,-79.100863,2017
24522,510175302,1195198,196.98,0.461,37.376791,-78.778773,2017
24523,583548092,1936450,225.30900000000003,0.748,37.344838,-79.523884,2017
24526,169251557,1828490,65.348,0.706,37.543273,-79.415935,2017
24527,81781794,763850,31.576,0.295,36.736768,-79.34172099999999,2017
24528,253696373,1365456,97.95299999999999,0.527,37.079685999999995,-78.87622900000001,2017
24529,96736907,7320026,37.35,2.826,36.626619,-78.646754,2017
24530,90877338,240631,35.088,0.09300000000000001,36.807066999999996,-79.619501,2017
24531,511504164,3167253,197.493,1.2229999999999999,36.842621,-79.453781,2017
24534,149823116,543136,57.847,0.21,36.867415,-78.770512,2017
24536,15258314,176378,5.891,0.068,37.495689,-79.326532,2017
24538,238517059,1336622,92.09200000000001,0.516,37.345197,-78.962372,2017
24539,19610517,11269,7.572,0.004,36.8529,-78.91471800000001,2017
24540,196777970,1218219,75.976,0.47,36.634506,-79.426751,2017
24541,188951360,2684234,72.955,1.036,36.588812,-79.515049,2017
24549,132234852,286158,51.056000000000004,0.11,36.70666,-79.504475,2017
24550,168591089,589240,65.093,0.228,37.23963,-79.245395,2017
24551,176543691,1000740,68.164,0.386,37.356256,-79.324598,2017
24553,327852381,5417385,126.585,2.092,37.545504,-78.81000999999999,2017
24554,305770220,1574135,118.059,0.608,37.120045000000005,-79.071619,2017
24555,60254670,760398,23.264,0.294,37.669829,-79.484088,2017
24556,110547078,357586,42.681999999999995,0.138,37.375825,-79.399305,2017
24557,425540693,4162365,164.30200000000002,1.607,36.969859,-79.30642399999999,2017
24558,243048620,2959143,93.84200000000001,1.143,36.774341,-78.953963,2017
24562,46498424,1792043,17.953,0.6920000000000001,37.695426,-78.637777,2017
24563,174544723,1475744,67.392,0.57,37.0625,-79.279115,2017
24565,148789737,1045141,57.448,0.40399999999999997,36.85272,-79.189501,2017
24566,96247600,231150,37.161,0.08900000000000001,36.731828,-79.252639,2017
24569,93707336,1671996,36.181,0.6459999999999999,37.042552,-79.125855,2017
24570,2352797,25375,0.9079999999999999,0.01,37.34646,-79.42445699999999,2017
24571,132925081,3460369,51.323,1.3359999999999999,37.132961,-79.372748,2017
24572,165538595,5253427,63.915,2.028,37.464909000000006,-79.095265,2017
24574,281896348,3549180,108.84100000000001,1.37,37.57615,-79.253367,2017
24577,497249366,2863309,191.989,1.1059999999999999,36.943958,-78.98277,2017
24578,90187842,56519,34.821999999999996,0.022000000000000002,37.659875,-79.562274,2017
24579,84765544,1131674,32.728,0.43700000000000006,37.585803000000006,-79.502698,2017
24580,53577723,140514,20.686,0.054000000000000006,36.579054,-78.673121,2017
24581,11318824,798208,4.37,0.308,37.655215999999996,-78.80576500000001,2017
24586,137406668,649649,53.053000000000004,0.251,36.607044,-79.276609,2017
24588,188199630,461748,72.664,0.17800000000000002,37.262152,-79.096234,2017
24589,201220992,13603900,77.692,5.252000000000001,36.760808000000004,-78.75804699999999,2017
24590,431500944,6715925,166.60299999999998,2.593,37.796056,-78.492373,2017
24592,325342082,3295484,125.615,1.272,36.675795,-78.96555500000001,2017
24593,93933973,232057,36.268,0.09,37.322564,-78.90275799999999,2017
24594,142184119,629836,54.898,0.243,36.646843,-79.178528,2017
24595,4821126,56145,1.861,0.022000000000000002,37.559559,-79.082716,2017
24597,128667965,677967,49.678999999999995,0.262,36.782410999999996,-79.110858,2017
24598,191303945,3421836,73.863,1.321,36.60467,-78.788004,2017
24599,121179055,920535,46.787,0.355,37.623562,-78.72389,2017
24601,4958328,0,1.9140000000000001,0.0,37.193732000000004,-81.649243,2017
24602,128702377,2469,49.692,0.001,37.183213,-81.65850999999999,2017
24603,53380453,315761,20.61,0.122,37.355385999999996,-82.19010899999999,2017
24604,10567094,3413,4.08,0.001,37.211983000000004,-81.538089,2017
24605,124722179,116288,48.156000000000006,0.045,37.254178,-81.371211,2017
24606,6059118,1162,2.339,0.0,37.286313,-81.398771,2017
24607,32885368,26547,12.697000000000001,0.01,37.293527000000005,-82.26255,2017
24609,269609902,1971860,104.09700000000001,0.7609999999999999,37.009599,-81.807813,2017
24612,1366294,0,0.528,0.0,37.093375,-81.83814100000001,2017
24613,29813547,444709,11.511,0.172,37.265157,-81.336881,2017
24614,331648469,996552,128.05,0.385,37.298652000000004,-82.071084,2017
24620,198831900,257391,76.76899999999999,0.099,37.431334,-82.01170400000001,2017
24622,128015542,21269,49.427,0.008,37.214674,-81.78985300000001,2017
24628,16491794,29841,6.367999999999999,0.012,37.282402000000005,-82.222985,2017
24630,169939999,210877,65.61399999999999,0.081,37.178327,-81.46554499999999,2017
24631,131057632,556971,50.602,0.215,37.217265999999995,-81.99069399999999,2017
24634,37661019,121831,14.540999999999999,0.047,37.267823,-81.90271700000001,2017
24635,15146635,76232,5.848,0.028999999999999998,37.312611,-81.362988,2017
24637,73714971,545861,28.462,0.21100000000000002,37.061082,-81.713894,2017
24639,109081192,125301,42.11600000000001,0.048,37.160374,-81.888202,2017
24641,49401699,152861,19.074,0.059000000000000004,37.111813,-81.802446,2017
24646,30470174,4354,11.765,0.002,37.143346,-82.02458,2017
24649,114650701,670093,44.266999999999996,0.259,37.063,-81.899472,2017
24651,406936422,620165,157.119,0.239,37.075528999999996,-81.503095,2017
24656,177263414,207304,68.442,0.08,37.175055,-82.124994,2017
24657,43263522,116778,16.704,0.045,37.226515,-81.856782,2017
24701,166867861,1060247,64.428,0.409,37.305951,-81.204941,2017
24712,22933185,89363,8.855,0.035,37.463059,-81.01501,2017
24714,32640594,2982,12.603,0.001,37.484469,-81.190073,2017
24715,25393483,151804,9.804,0.059000000000000004,37.340462,-81.32413199999999,2017
24716,53416342,57218,20.624000000000002,0.022000000000000002,37.480042,-81.371826,2017
24719,2622537,0,1.013,0.0,37.487167,-81.32672600000001,2017
24724,407737,0,0.157,0.0,37.330881,-81.299757,2017
24726,95381982,290915,36.827,0.11199999999999999,37.514751000000004,-81.352074,2017
24729,12576814,29271,4.856,0.011000000000000001,37.449867,-81.26001,2017
24731,3307492,0,1.2770000000000001,0.0,37.397966,-81.151064,2017
24733,15032301,22768,5.803999999999999,0.009000000000000001,37.450768,-81.20519399999999,2017
24736,74038266,28851,28.586,0.011000000000000001,37.444189,-81.2774,2017
24737,270578,3925,0.10400000000000001,0.002,37.352245,-81.249309,2017
24738,3281432,53968,1.2670000000000001,0.021,37.302040999999996,-81.3097,2017
24740,415311015,1491030,160.352,0.5760000000000001,37.373457,-81.004791,2017
24747,102994378,773219,39.766,0.299,37.431622999999995,-81.225572,2017
24801,142235169,209003,54.917,0.081,37.448883,-81.576989,2017
24808,42281832,20279,16.325,0.008,37.330026000000004,-81.422403,2017
24811,40453915,337194,15.619000000000002,0.13,37.399165999999994,-81.771251,2017
24813,33313055,114761,12.862,0.044000000000000004,37.357412,-81.720113,2017
24815,55453472,230472,21.410999999999998,0.08900000000000001,37.241667,-81.659603,2017
24816,1267298,47085,0.489,0.018000000000000002,37.461102000000004,-81.705939,2017
24817,29386429,150420,11.345999999999998,0.057999999999999996,37.352268,-81.80478000000001,2017
24818,66405506,280398,25.639,0.10800000000000001,37.602702,-81.624946,2017
24822,48091702,533687,18.567999999999998,0.20600000000000002,37.647065000000005,-81.69729,2017
24823,35309761,30260,13.633,0.012,37.67197,-81.751948,2017
24826,35888735,48344,13.857000000000001,0.019,37.293267,-81.623592,2017
24827,100756769,104452,38.902,0.04,37.75327,-81.64148,2017
24828,56806379,202709,21.933000000000003,0.078,37.4989,-81.636635,2017
24830,22332916,8419,8.623,0.003,37.323125,-81.50612199999999,2017
24831,4553562,503,1.758,0.0,37.394104999999996,-81.411521,2017
24834,31842977,125386,12.295,0.048,37.547689,-81.630566,2017
24836,98391369,251976,37.989000000000004,0.09699999999999999,37.333874,-81.55861999999999,2017
24839,120607741,1450455,46.567,0.56,37.560676,-81.738389,2017
24843,8624437,7818,3.33,0.003,37.487144,-81.7101,2017
24844,146436324,792787,56.538999999999994,0.306,37.462452,-81.806627,2017
24845,8626820,0,3.3310000000000004,0.0,37.517953000000006,-81.817841,2017
24846,18517559,425994,7.15,0.16399999999999998,37.529522,-81.91286,2017
24847,4626832,51382,1.786,0.02,37.577106,-81.41841600000001,2017
24848,34460794,45221,13.305,0.017,37.303745,-81.460677,2017
24849,26898130,97267,10.385,0.038,37.665765,-81.54276,2017
24850,39389048,343,15.208,0.0,37.320965,-81.850499,2017
24851,1941348,141973,0.75,0.055,37.601371,-81.833685,2017
24853,56507120,37798,21.818,0.015,37.435446999999996,-81.51182299999999,2017
24854,15234974,24263,5.882000000000001,0.009000000000000001,37.736492999999996,-81.57268499999999,2017
24857,21355946,114225,8.246,0.044000000000000004,37.672509999999996,-81.660302,2017
24860,15421524,92338,5.954,0.036000000000000004,37.66017,-81.607608,2017
